Claim_ID,Food_ID,Receiver_ID,Status,Timestampss,Timestamp
403,141,693,Pending,3/2/2025 8:42,2025-03-02 08:42:00
404,475,63,Cancelled,3/12/2025 23:03,2025-03-12 23:03:00
405,548,858,Completed,3/18/2025 2:49,2025-03-18 02:49:00
406,606,833,Pending,3/5/2025 8:16,2025-03-05 08:16:00
407,722,935,Pending,3/12/2025 18:28,2025-03-12 18:28:00
408,730,390,Pending,3/8/2025 8:56,2025-03-08 08:56:00
409,995,159,Cancelled,3/8/2025 21:36,2025-03-08 21:36:00
410,114,974,Cancelled,3/1/2025 15:29,2025-03-01 15:29:00
411,525,406,Pending,3/18/2025 16:53,2025-03-18 16:53:00
412,981,220,Cancelled,3/3/2025 11:44,2025-03-03 11:44:00
413,88,791,Completed,3/10/2025 20:51,2025-03-10 20:51:00
414,826,544,Cancelled,3/8/2025 19:31,2025-03-08 19:31:00
415,485,144,Pending,3/11/2025 13:35,2025-03-11 13:35:00
416,900,357,Cancelled,3/12/2025 7:04,2025-03-12 07:04:00
417,716,972,Pending,3/14/2025 7:18,2025-03-14 07:18:00
418,632,500,Cancelled,3/1/2025 16:52,2025-03-01 16:52:00
419,221,869,Pending,3/11/2025 9:41,2025-03-11 09:41:00
420,257,977,Cancelled,3/11/2025 4:00,2025-03-11 04:00:00
421,572,173,Pending,3/8/2025 14:48,2025-03-08 14:48:00
422,534,849,Completed,3/12/2025 10:29,2025-03-12 10:29:00
423,915,344,Pending,3/21/2025 5:41,2025-03-21 05:41:00
424,755,537,Cancelled,3/2/2025 13:00,2025-03-02 13:00:00
425,797,237,Pending,3/1/2025 15:13,2025-03-01 15:13:00
426,101,538,Completed,3/18/2025 7:28,2025-03-18 07:28:00
427,412,811,Cancelled,3/17/2025 0:53,2025-03-17 00:53:00
428,225,613,Completed,3/7/2025 15:13,2025-03-07 15:13:00
429,528,299,Pending,3/14/2025 18:15,2025-03-14 18:15:00
430,861,972,Pending,3/3/2025 1:58,2025-03-03 01:58:00
431,115,679,Completed,3/20/2025 11:53,2025-03-20 11:53:00
432,427,507,Pending,3/15/2025 13:30,2025-03-15 13:30:00
433,245,6,Completed,3/14/2025 12:40,2025-03-14 12:40:00
434,356,596,Completed,3/15/2025 21:14,2025-03-15 21:14:00
435,129,531,Pending,3/14/2025 10:48,2025-03-14 10:48:00
436,952,962,Completed,3/13/2025 3:13,2025-03-13 03:13:00
437,230,628,Cancelled,3/15/2025 2:41,2025-03-15 02:41:00
438,612,770,Pending,3/18/2025 13:00,2025-03-18 13:00:00
439,480,432,Cancelled,3/4/2025 3:32,2025-03-04 03:32:00
440,265,460,Cancelled,3/14/2025 21:06,2025-03-14 21:06:00
441,968,483,Cancelled,3/8/2025 11:28,2025-03-08 11:28:00
442,499,446,Cancelled,3/19/2025 16:01,2025-03-19 16:01:00
443,879,124,Completed,3/5/2025 12:55,2025-03-05 12:55:00
444,128,660,Cancelled,3/11/2025 3:57,2025-03-11 03:57:00
445,602,485,Cancelled,3/19/2025 8:55,2025-03-19 08:55:00
446,524,874,Cancelled,3/10/2025 21:31,2025-03-10 21:31:00
447,801,616,Cancelled,3/13/2025 2:49,2025-03-13 02:49:00
448,902,770,Cancelled,3/17/2025 11:37,2025-03-17 11:37:00
449,865,493,Pending,3/17/2025 6:16,2025-03-17 06:16:00
450,29,554,Cancelled,3/20/2025 20:03,2025-03-20 20:03:00
451,683,216,Completed,3/13/2025 8:06,2025-03-13 08:06:00
452,365,782,Cancelled,3/18/2025 16:04,2025-03-18 16:04:00
453,531,468,Cancelled,3/12/2025 22:16,2025-03-12 22:16:00
454,828,929,Completed,3/20/2025 5:18,2025-03-20 05:18:00
455,984,665,Pending,3/6/2025 22:55,2025-03-06 22:55:00
456,820,858,Pending,3/2/2025 16:44,2025-03-02 16:44:00
457,79,508,Pending,3/5/2025 4:11,2025-03-05 04:11:00
458,178,385,Completed,3/10/2025 3:13,2025-03-10 03:13:00
459,329,74,Cancelled,3/13/2025 7:50,2025-03-13 07:50:00
460,214,879,Completed,3/5/2025 20:10,2025-03-05 20:10:00
461,492,322,Pending,3/4/2025 16:22,2025-03-04 16:22:00
462,517,921,Completed,3/5/2025 21:04,2025-03-05 21:04:00
463,615,269,Completed,3/18/2025 11:00,2025-03-18 11:00:00
464,611,306,Completed,3/1/2025 3:32,2025-03-01 03:32:00
465,632,266,Pending,3/19/2025 21:43,2025-03-19 21:43:00
466,699,285,Pending,3/21/2025 4:34,2025-03-21 04:34:00
467,216,353,Completed,3/13/2025 16:21,2025-03-13 16:21:00
468,371,912,Completed,3/17/2025 17:09,2025-03-17 17:09:00
469,404,565,Completed,3/15/2025 7:13,2025-03-15 07:13:00
470,215,195,Cancelled,3/20/2025 13:44,2025-03-20 13:44:00
471,11,337,Cancelled,3/21/2025 4:51,2025-03-21 04:51:00
472,958,888,Pending,3/4/2025 21:52,2025-03-04 21:52:00
473,593,258,Pending,3/14/2025 11:39,2025-03-14 11:39:00
474,345,97,Cancelled,3/2/2025 6:57,2025-03-02 06:57:00
475,260,901,Cancelled,3/18/2025 10:26,2025-03-18 10:26:00
476,166,536,Pending,3/3/2025 13:34,2025-03-03 13:34:00
477,65,301,Cancelled,3/11/2025 13:18,2025-03-11 13:18:00
478,844,156,Cancelled,3/2/2025 20:18,2025-03-02 20:18:00
479,216,923,Pending,3/21/2025 5:08,2025-03-21 05:08:00
480,548,670,Pending,3/17/2025 23:08,2025-03-17 23:08:00
481,144,423,Completed,3/10/2025 4:38,2025-03-10 04:38:00
482,446,883,Completed,3/10/2025 17:30,2025-03-10 17:30:00
483,674,223,Completed,3/13/2025 15:25,2025-03-13 15:25:00
484,565,833,Cancelled,3/14/2025 13:15,2025-03-14 13:15:00
485,321,505,Cancelled,3/6/2025 17:49,2025-03-06 17:49:00
486,106,645,Cancelled,3/4/2025 11:54,2025-03-04 11:54:00
487,654,968,Completed,3/10/2025 19:51,2025-03-10 19:51:00
488,194,125,Pending,3/18/2025 6:30,2025-03-18 06:30:00
489,969,99,Completed,3/10/2025 6:44,2025-03-10 06:44:00
490,891,511,Pending,3/9/2025 11:20,2025-03-09 11:20:00
491,1,574,Completed,3/8/2025 7:16,2025-03-08 07:16:00
492,672,214,Pending,3/10/2025 9:41,2025-03-10 09:41:00
493,74,294,Cancelled,3/18/2025 5:15,2025-03-18 05:15:00
494,675,651,Cancelled,3/18/2025 7:39,2025-03-18 07:39:00
495,665,878,Completed,3/17/2025 4:48,2025-03-17 04:48:00
496,599,404,Pending,3/20/2025 15:31,2025-03-20 15:31:00
497,606,269,Completed,3/6/2025 3:51,2025-03-06 03:51:00
498,946,386,Pending,3/16/2025 15:13,2025-03-16 15:13:00
499,921,77,Cancelled,3/4/2025 2:43,2025-03-04 02:43:00
500,532,102,Completed,3/17/2025 5:29,2025-03-17 05:29:00
501,202,671,Completed,3/12/2025 12:22,2025-03-12 12:22:00
502,84,168,Completed,3/5/2025 1:43,2025-03-05 01:43:00
503,717,917,Cancelled,3/13/2025 21:31,2025-03-13 21:31:00
504,947,320,Completed,3/7/2025 3:28,2025-03-07 03:28:00
505,919,762,Cancelled,3/10/2025 18:56,2025-03-10 18:56:00
506,892,306,Completed,3/10/2025 5:39,2025-03-10 05:39:00
507,217,370,Pending,3/20/2025 12:41,2025-03-20 12:41:00
508,152,347,Pending,3/1/2025 4:09,2025-03-01 04:09:00
509,134,600,Cancelled,3/17/2025 15:43,2025-03-17 15:43:00
510,90,419,Pending,3/12/2025 9:35,2025-03-12 09:35:00
511,199,446,Cancelled,3/1/2025 18:00,2025-03-01 18:00:00
512,798,821,Cancelled,3/15/2025 19:57,2025-03-15 19:57:00
513,73,283,Cancelled,3/5/2025 20:17,2025-03-05 20:17:00
514,521,274,Cancelled,3/21/2025 0:05,2025-03-21 00:05:00
515,930,45,Completed,3/19/2025 2:18,2025-03-19 02:18:00
516,302,806,Completed,3/8/2025 9:58,2025-03-08 09:58:00
517,806,872,Completed,3/19/2025 13:38,2025-03-19 13:38:00
518,282,127,Pending,3/7/2025 20:37,2025-03-07 20:37:00
519,406,960,Pending,3/6/2025 21:16,2025-03-06 21:16:00
520,624,396,Completed,3/3/2025 9:53,2025-03-03 09:53:00
521,295,327,Cancelled,3/16/2025 6:19,2025-03-16 06:19:00
522,271,372,Pending,3/17/2025 21:36,2025-03-17 21:36:00
523,744,676,Completed,3/13/2025 11:09,2025-03-13 11:09:00
524,448,180,Completed,3/15/2025 4:57,2025-03-15 04:57:00
525,22,438,Completed,3/15/2025 4:20,2025-03-15 04:20:00
526,697,401,Pending,3/17/2025 18:51,2025-03-17 18:51:00
527,340,572,Pending,3/19/2025 19:35,2025-03-19 19:35:00
528,819,1,Completed,3/20/2025 13:45,2025-03-20 13:45:00
529,515,399,Completed,3/7/2025 10:51,2025-03-07 10:51:00
530,59,543,Completed,3/7/2025 3:12,2025-03-07 03:12:00
531,592,894,Pending,3/10/2025 15:27,2025-03-10 15:27:00
532,486,14,Cancelled,3/8/2025 2:33,2025-03-08 02:33:00
533,275,410,Pending,3/13/2025 5:38,2025-03-13 05:38:00
534,50,287,Cancelled,3/10/2025 15:47,2025-03-10 15:47:00
535,663,329,Completed,3/21/2025 5:22,2025-03-21 05:22:00
536,115,162,Cancelled,3/12/2025 14:24,2025-03-12 14:24:00
537,39,259,Cancelled,3/20/2025 8:41,2025-03-20 08:41:00
538,220,225,Cancelled,3/5/2025 4:18,2025-03-05 04:18:00
539,64,119,Cancelled,3/8/2025 9:41,2025-03-08 09:41:00
540,444,608,Cancelled,3/10/2025 4:11,2025-03-10 04:11:00
541,261,705,Completed,3/11/2025 12:29,2025-03-11 12:29:00
542,560,442,Completed,3/13/2025 22:53,2025-03-13 22:53:00
543,657,748,Completed,3/12/2025 16:38,2025-03-12 16:38:00
544,187,568,Cancelled,3/18/2025 2:56,2025-03-18 02:56:00
545,463,292,Completed,3/9/2025 6:07,2025-03-09 06:07:00
546,962,571,Completed,3/7/2025 17:55,2025-03-07 17:55:00
547,509,886,Cancelled,3/6/2025 13:30,2025-03-06 13:30:00
548,520,821,Completed,3/14/2025 21:01,2025-03-14 21:01:00
549,954,703,Cancelled,3/10/2025 20:52,2025-03-10 20:52:00
550,115,882,Pending,3/15/2025 2:55,2025-03-15 02:55:00
551,837,742,Cancelled,3/13/2025 8:32,2025-03-13 08:32:00
552,463,949,Pending,3/3/2025 8:58,2025-03-03 08:58:00
553,215,503,Pending,3/4/2025 15:39,2025-03-04 15:39:00
554,52,126,Completed,3/4/2025 7:19,2025-03-04 07:19:00
555,253,946,Pending,3/1/2025 7:51,2025-03-01 07:51:00
556,479,460,Completed,3/7/2025 18:19,2025-03-07 18:19:00
557,324,31,Cancelled,3/6/2025 7:22,2025-03-06 07:22:00
558,435,33,Completed,3/7/2025 7:04,2025-03-07 07:04:00
559,714,935,Cancelled,3/9/2025 1:55,2025-03-09 01:55:00
560,731,215,Cancelled,3/11/2025 6:42,2025-03-11 06:42:00
561,269,859,Completed,3/7/2025 17:52,2025-03-07 17:52:00
562,326,629,Pending,3/1/2025 9:12,2025-03-01 09:12:00
563,622,371,Cancelled,3/2/2025 21:06,2025-03-02 21:06:00
564,947,203,Cancelled,3/6/2025 13:30,2025-03-06 13:30:00
565,801,473,Completed,3/12/2025 4:40,2025-03-12 04:40:00
566,320,68,Cancelled,3/13/2025 1:43,2025-03-13 01:43:00
567,924,974,Cancelled,3/10/2025 23:22,2025-03-10 23:22:00
568,852,400,Completed,3/4/2025 2:45,2025-03-04 02:45:00
569,59,401,Pending,3/2/2025 15:48,2025-03-02 15:48:00
570,849,835,Completed,3/9/2025 3:28,2025-03-09 03:28:00
571,408,789,Completed,3/3/2025 6:09,2025-03-03 06:09:00
572,622,542,Completed,3/17/2025 23:13,2025-03-17 23:13:00
573,229,505,Completed,3/12/2025 15:46,2025-03-12 15:46:00
574,438,342,Completed,3/4/2025 2:02,2025-03-04 02:02:00
575,636,413,Cancelled,3/1/2025 23:06,2025-03-01 23:06:00
576,58,341,Completed,3/17/2025 2:11,2025-03-17 02:11:00
577,486,412,Cancelled,3/16/2025 21:29,2025-03-16 21:29:00
578,674,368,Pending,3/17/2025 6:50,2025-03-17 06:50:00
579,559,342,Completed,3/19/2025 11:30,2025-03-19 11:30:00
580,508,704,Pending,3/1/2025 4:45,2025-03-01 04:45:00
581,734,706,Cancelled,3/9/2025 10:35,2025-03-09 10:35:00
582,284,990,Completed,3/3/2025 6:53,2025-03-03 06:53:00
583,925,144,Pending,3/3/2025 1:06,2025-03-03 01:06:00
584,705,968,Cancelled,3/1/2025 12:04,2025-03-01 12:04:00
585,373,926,Completed,3/19/2025 13:20,2025-03-19 13:20:00
586,970,281,Completed,3/20/2025 6:59,2025-03-20 06:59:00
587,560,637,Pending,3/10/2025 1:27,2025-03-10 01:27:00
588,92,640,Cancelled,3/12/2025 5:36,2025-03-12 05:36:00
589,619,90,Cancelled,3/13/2025 23:44,2025-03-13 23:44:00
590,505,4,Cancelled,3/17/2025 8:39,2025-03-17 08:39:00
591,723,782,Completed,3/20/2025 6:00,2025-03-20 06:00:00
592,319,832,Completed,3/3/2025 23:50,2025-03-03 23:50:00
593,882,743,Cancelled,3/5/2025 23:53,2025-03-05 23:53:00
594,555,14,Pending,3/16/2025 20:01,2025-03-16 20:01:00
595,172,861,Cancelled,3/7/2025 15:18,2025-03-07 15:18:00
596,844,949,Cancelled,3/13/2025 4:06,2025-03-13 04:06:00
597,599,183,Pending,3/13/2025 5:49,2025-03-13 05:49:00
598,403,905,Completed,3/4/2025 4:55,2025-03-04 04:55:00
599,307,86,Pending,3/19/2025 18:33,2025-03-19 18:33:00
600,910,492,Cancelled,3/17/2025 17:33,2025-03-17 17:33:00
601,964,458,Completed,3/21/2025 3:54,2025-03-21 03:54:00
602,165,997,Cancelled,3/19/2025 7:08,2025-03-19 07:08:00
603,920,766,Pending,3/11/2025 7:49,2025-03-11 07:49:00
604,522,737,Completed,3/11/2025 21:27,2025-03-11 21:27:00
605,727,786,Completed,3/7/2025 16:35,2025-03-07 16:35:00
606,912,192,Cancelled,3/15/2025 1:34,2025-03-15 01:34:00
607,72,397,Cancelled,3/12/2025 0:38,2025-03-12 00:38:00
608,570,484,Cancelled,3/8/2025 5:26,2025-03-08 05:26:00
609,200,227,Completed,3/10/2025 3:34,2025-03-10 03:34:00
610,151,619,Cancelled,3/14/2025 15:18,2025-03-14 15:18:00
611,433,567,Pending,3/8/2025 5:41,2025-03-08 05:41:00
612,92,192,Completed,3/13/2025 21:16,2025-03-13 21:16:00
613,764,482,Completed,3/1/2025 6:01,2025-03-01 06:01:00
614,707,90,Pending,3/14/2025 13:47,2025-03-14 13:47:00
615,821,367,Completed,3/5/2025 20:37,2025-03-05 20:37:00
616,967,162,Pending,3/12/2025 16:05,2025-03-12 16:05:00
617,933,68,Cancelled,3/5/2025 14:23,2025-03-05 14:23:00
618,395,134,Pending,3/2/2025 3:19,2025-03-02 03:19:00
619,743,725,Cancelled,3/20/2025 7:40,2025-03-20 07:40:00
620,207,618,Cancelled,3/17/2025 11:24,2025-03-17 11:24:00
621,175,742,Pending,3/19/2025 10:26,2025-03-19 10:26:00
622,949,963,Cancelled,3/12/2025 19:13,2025-03-12 19:13:00
623,400,737,Cancelled,3/14/2025 10:01,2025-03-14 10:01:00
624,502,524,Cancelled,3/5/2025 16:11,2025-03-05 16:11:00
625,416,69,Cancelled,3/16/2025 2:15,2025-03-16 02:15:00
626,823,576,Pending,3/21/2025 2:42,2025-03-21 02:42:00
627,686,814,Cancelled,3/15/2025 1:36,2025-03-15 01:36:00
628,906,354,Pending,3/17/2025 9:31,2025-03-17 09:31:00
629,326,437,Pending,3/16/2025 0:43,2025-03-16 00:43:00
630,606,905,Completed,3/2/2025 15:26,2025-03-02 15:26:00
631,862,28,Pending,3/19/2025 0:37,2025-03-19 00:37:00
632,393,9,Completed,3/20/2025 13:40,2025-03-20 13:40:00
633,385,440,Completed,3/12/2025 13:15,2025-03-12 13:15:00
634,435,767,Pending,3/8/2025 17:54,2025-03-08 17:54:00
635,748,113,Pending,3/7/2025 1:36,2025-03-07 01:36:00
636,554,144,Cancelled,3/18/2025 17:20,2025-03-18 17:20:00
637,476,216,Pending,3/20/2025 13:06,2025-03-20 13:06:00
638,949,687,Completed,3/16/2025 5:38,2025-03-16 05:38:00
639,233,832,Cancelled,3/6/2025 13:32,2025-03-06 13:32:00
640,239,944,Cancelled,3/19/2025 1:17,2025-03-19 01:17:00
641,251,410,Cancelled,3/2/2025 0:21,2025-03-02 00:21:00
642,113,255,Pending,3/20/2025 19:57,2025-03-20 19:57:00
643,806,993,Pending,3/10/2025 18:38,2025-03-10 18:38:00
644,837,800,Cancelled,3/11/2025 4:33,2025-03-11 04:33:00
645,739,220,Pending,3/20/2025 3:23,2025-03-20 03:23:00
646,120,713,Cancelled,3/13/2025 13:29,2025-03-13 13:29:00
647,35,654,Pending,3/18/2025 17:53,2025-03-18 17:53:00
648,55,1000,Completed,3/8/2025 11:56,2025-03-08 11:56:00
649,210,43,Completed,3/7/2025 17:26,2025-03-07 17:26:00
650,421,505,Completed,3/12/2025 14:21,2025-03-12 14:21:00
651,156,113,Cancelled,3/14/2025 22:38,2025-03-14 22:38:00
652,932,223,Pending,3/5/2025 12:54,2025-03-05 12:54:00
653,78,765,Pending,3/2/2025 10:50,2025-03-02 10:50:00
654,291,158,Pending,3/21/2025 0:56,2025-03-21 00:56:00
655,215,28,Completed,3/11/2025 12:30,2025-03-11 12:30:00
656,875,799,Pending,3/13/2025 16:14,2025-03-13 16:14:00
657,945,220,Completed,3/8/2025 12:26,2025-03-08 12:26:00
658,232,10,Pending,3/1/2025 21:49,2025-03-01 21:49:00
659,98,864,Cancelled,3/17/2025 2:31,2025-03-17 02:31:00
660,912,204,Cancelled,3/8/2025 10:54,2025-03-08 10:54:00
661,520,560,Pending,3/9/2025 2:37,2025-03-09 02:37:00
662,600,902,Completed,3/18/2025 0:04,2025-03-18 00:04:00
663,180,884,Cancelled,3/14/2025 11:47,2025-03-14 11:47:00
664,866,410,Cancelled,3/19/2025 6:20,2025-03-19 06:20:00
665,49,314,Pending,3/8/2025 19:49,2025-03-08 19:49:00
666,749,130,Pending,3/15/2025 9:02,2025-03-15 09:02:00
667,165,681,Cancelled,3/2/2025 23:27,2025-03-02 23:27:00
668,86,205,Cancelled,3/10/2025 9:10,2025-03-10 09:10:00
669,224,570,Pending,3/6/2025 3:52,2025-03-06 03:52:00
670,349,118,Cancelled,3/10/2025 18:32,2025-03-10 18:32:00
671,297,610,Completed,3/1/2025 1:43,2025-03-01 01:43:00
672,903,508,Completed,3/19/2025 9:42,2025-03-19 09:42:00
673,474,545,Cancelled,3/10/2025 4:05,2025-03-10 04:05:00
674,861,276,Cancelled,3/10/2025 0:14,2025-03-10 00:14:00
675,897,53,Cancelled,3/19/2025 6:58,2025-03-19 06:58:00
676,625,589,Pending,3/15/2025 9:58,2025-03-15 09:58:00
677,287,663,Pending,3/18/2025 11:41,2025-03-18 11:41:00
678,56,139,Pending,3/10/2025 0:33,2025-03-10 00:33:00
679,302,305,Pending,3/16/2025 1:38,2025-03-16 01:38:00
680,154,785,Completed,3/17/2025 14:55,2025-03-17 14:55:00
681,334,213,Cancelled,3/11/2025 9:29,2025-03-11 09:29:00
682,629,937,Pending,3/19/2025 6:45,2025-03-19 06:45:00
683,195,805,Pending,3/13/2025 15:36,2025-03-13 15:36:00
684,299,550,Pending,3/14/2025 8:30,2025-03-14 08:30:00
685,622,235,Cancelled,3/1/2025 8:58,2025-03-01 08:58:00
686,540,900,Pending,3/7/2025 9:12,2025-03-07 09:12:00
687,921,536,Completed,3/7/2025 20:46,2025-03-07 20:46:00
688,854,525,Completed,3/18/2025 1:18,2025-03-18 01:18:00
689,246,131,Cancelled,3/13/2025 3:31,2025-03-13 03:31:00
690,85,781,Completed,3/9/2025 18:58,2025-03-09 18:58:00
691,498,442,Cancelled,3/2/2025 2:18,2025-03-02 02:18:00
692,500,717,Pending,3/14/2025 2:15,2025-03-14 02:15:00
693,479,647,Cancelled,3/15/2025 3:55,2025-03-15 03:55:00
694,529,454,Completed,3/1/2025 6:03,2025-03-01 06:03:00
695,462,415,Cancelled,3/10/2025 21:12,2025-03-10 21:12:00
696,634,561,Cancelled,3/12/2025 17:08,2025-03-12 17:08:00
697,30,132,Completed,3/4/2025 17:46,2025-03-04 17:46:00
698,633,185,Cancelled,3/3/2025 0:51,2025-03-03 00:51:00
699,138,233,Cancelled,3/4/2025 15:15,2025-03-04 15:15:00
700,110,901,Completed,3/8/2025 19:12,2025-03-08 19:12:00
701,833,15,Completed,3/14/2025 16:16,2025-03-14 16:16:00
702,83,150,Cancelled,3/11/2025 23:02,2025-03-11 23:02:00
703,836,742,Cancelled,3/14/2025 10:57,2025-03-14 10:57:00
704,271,394,Pending,3/8/2025 1:33,2025-03-08 01:33:00
705,298,174,Cancelled,3/9/2025 7:36,2025-03-09 07:36:00
706,636,800,Pending,3/9/2025 23:19,2025-03-09 23:19:00
707,791,877,Pending,3/7/2025 10:15,2025-03-07 10:15:00
708,999,293,Pending,3/18/2025 18:55,2025-03-18 18:55:00
709,673,754,Cancelled,3/20/2025 9:11,2025-03-20 09:11:00
710,599,27,Pending,3/16/2025 9:32,2025-03-16 09:32:00
711,703,674,Completed,3/15/2025 7:35,2025-03-15 07:35:00
712,179,505,Completed,3/1/2025 1:24,2025-03-01 01:24:00
713,973,494,Completed,3/7/2025 6:15,2025-03-07 06:15:00
714,951,423,Pending,3/21/2025 1:57,2025-03-21 01:57:00
715,36,668,Pending,3/17/2025 14:14,2025-03-17 14:14:00
716,696,68,Cancelled,3/3/2025 2:38,2025-03-03 02:38:00
717,991,149,Pending,3/12/2025 17:53,2025-03-12 17:53:00
718,626,650,Completed,3/14/2025 23:56,2025-03-14 23:56:00
719,695,192,Cancelled,3/12/2025 0:06,2025-03-12 00:06:00
720,502,348,Cancelled,3/15/2025 6:28,2025-03-15 06:28:00
721,217,844,Completed,3/13/2025 15:46,2025-03-13 15:46:00
722,898,888,Completed,3/15/2025 8:59,2025-03-15 08:59:00
723,228,59,Pending,3/12/2025 4:00,2025-03-12 04:00:00
724,396,747,Completed,3/12/2025 2:12,2025-03-12 02:12:00
725,784,218,Pending,3/20/2025 12:45,2025-03-20 12:45:00
726,23,446,Cancelled,3/6/2025 0:25,2025-03-06 00:25:00
727,47,548,Cancelled,3/17/2025 4:10,2025-03-17 04:10:00
728,882,810,Completed,3/15/2025 11:35,2025-03-15 11:35:00
729,308,239,Pending,3/16/2025 12:55,2025-03-16 12:55:00
730,715,48,Cancelled,3/3/2025 13:52,2025-03-03 13:52:00
731,403,218,Completed,3/17/2025 22:44,2025-03-17 22:44:00
732,935,126,Pending,3/7/2025 9:52,2025-03-07 09:52:00
733,932,843,Completed,3/14/2025 21:55,2025-03-14 21:55:00
734,224,172,Cancelled,3/18/2025 16:07,2025-03-18 16:07:00
735,720,608,Completed,3/20/2025 6:52,2025-03-20 06:52:00
736,84,544,Completed,3/14/2025 23:52,2025-03-14 23:52:00
737,636,794,Pending,3/14/2025 18:09,2025-03-14 18:09:00
738,819,482,Completed,3/12/2025 23:39,2025-03-12 23:39:00
739,230,171,Completed,3/2/2025 17:31,2025-03-02 17:31:00
740,199,50,Completed,3/20/2025 6:16,2025-03-20 06:16:00
741,886,842,Cancelled,3/19/2025 9:05,2025-03-19 09:05:00
742,132,358,Pending,3/15/2025 15:01,2025-03-15 15:01:00
743,574,996,Cancelled,3/8/2025 15:17,2025-03-08 15:17:00
744,379,26,Pending,3/14/2025 7:15,2025-03-14 07:15:00
745,807,317,Pending,3/19/2025 19:02,2025-03-19 19:02:00
746,385,587,Pending,3/19/2025 13:13,2025-03-19 13:13:00
747,234,437,Pending,3/3/2025 21:37,2025-03-03 21:37:00
748,494,395,Cancelled,3/2/2025 21:16,2025-03-02 21:16:00
749,689,300,Cancelled,3/13/2025 19:23,2025-03-13 19:23:00
750,931,742,Completed,3/19/2025 4:32,2025-03-19 04:32:00
751,398,710,Pending,3/16/2025 4:56,2025-03-16 04:56:00
752,463,777,Cancelled,3/13/2025 23:12,2025-03-13 23:12:00
753,958,455,Cancelled,3/7/2025 15:56,2025-03-07 15:56:00
754,997,571,Completed,3/20/2025 8:59,2025-03-20 08:59:00
755,34,709,Completed,3/15/2025 3:13,2025-03-15 03:13:00
756,696,418,Completed,3/16/2025 9:29,2025-03-16 09:29:00
757,352,7,Completed,3/13/2025 19:20,2025-03-13 19:20:00
758,877,472,Cancelled,3/20/2025 2:09,2025-03-20 02:09:00
759,174,219,Cancelled,3/18/2025 11:19,2025-03-18 11:19:00
760,828,212,Completed,3/13/2025 16:00,2025-03-13 16:00:00
761,205,351,Completed,3/12/2025 20:51,2025-03-12 20:51:00
762,505,275,Cancelled,3/16/2025 0:02,2025-03-16 00:02:00
763,331,52,Cancelled,3/13/2025 7:51,2025-03-13 07:51:00
764,28,788,Completed,3/16/2025 4:52,2025-03-16 04:52:00
765,168,695,Pending,3/17/2025 9:49,2025-03-17 09:49:00
766,945,781,Completed,3/10/2025 9:20,2025-03-10 09:20:00
767,798,355,Completed,3/9/2025 18:34,2025-03-09 18:34:00
768,939,213,Pending,3/18/2025 16:20,2025-03-18 16:20:00
769,971,107,Cancelled,3/4/2025 1:25,2025-03-04 01:25:00
770,917,328,Completed,3/11/2025 8:12,2025-03-11 08:12:00
771,297,181,Cancelled,3/13/2025 1:15,2025-03-13 01:15:00
772,926,112,Completed,3/4/2025 15:24,2025-03-04 15:24:00
773,35,205,Pending,3/12/2025 10:01,2025-03-12 10:01:00
774,35,479,Cancelled,3/20/2025 12:11,2025-03-20 12:11:00
775,961,806,Completed,3/5/2025 23:56,2025-03-05 23:56:00
776,23,559,Cancelled,3/2/2025 0:29,2025-03-02 00:29:00
777,886,297,Cancelled,3/14/2025 9:47,2025-03-14 09:47:00
778,241,715,Pending,3/11/2025 0:31,2025-03-11 00:31:00
779,508,56,Cancelled,3/13/2025 18:28,2025-03-13 18:28:00
780,16,194,Pending,3/8/2025 13:58,2025-03-08 13:58:00
781,676,701,Pending,3/4/2025 14:26,2025-03-04 14:26:00
782,476,181,Completed,3/4/2025 19:49,2025-03-04 19:49:00
783,485,429,Cancelled,3/15/2025 18:58,2025-03-15 18:58:00
784,655,381,Pending,3/19/2025 22:41,2025-03-19 22:41:00
785,981,887,Pending,3/15/2025 14:23,2025-03-15 14:23:00
786,104,977,Pending,3/9/2025 13:13,2025-03-09 13:13:00
787,988,590,Completed,3/15/2025 4:12,2025-03-15 04:12:00
788,253,379,Completed,3/19/2025 17:32,2025-03-19 17:32:00
789,684,202,Cancelled,3/1/2025 21:34,2025-03-01 21:34:00
790,30,680,Completed,3/5/2025 13:01,2025-03-05 13:01:00
791,240,144,Cancelled,3/10/2025 3:33,2025-03-10 03:33:00
792,775,259,Completed,3/12/2025 17:39,2025-03-12 17:39:00
793,444,783,Completed,3/2/2025 21:12,2025-03-02 21:12:00
794,928,318,Cancelled,3/13/2025 16:04,2025-03-13 16:04:00
795,902,293,Completed,3/5/2025 21:45,2025-03-05 21:45:00
796,685,410,Cancelled,3/13/2025 0:39,2025-03-13 00:39:00
797,950,275,Pending,3/12/2025 22:59,2025-03-12 22:59:00
798,609,735,Pending,3/9/2025 10:08,2025-03-09 10:08:00
799,487,786,Completed,3/6/2025 19:57,2025-03-06 19:57:00
800,224,227,Cancelled,3/11/2025 23:55,2025-03-11 23:55:00
801,131,72,Completed,3/4/2025 15:42,2025-03-04 15:42:00
802,100,729,Completed,3/17/2025 9:35,2025-03-17 09:35:00
803,701,240,Pending,3/9/2025 14:33,2025-03-09 14:33:00
804,614,655,Cancelled,3/21/2025 6:12,2025-03-21 06:12:00
